UPRN,Site Name,Address,Easting,Northing,Ward,Holding Type,Tenure,Operational Status,GIA,Lease Information,Site Function,Sub Function,Function Detail,waterfront_properties,floor_space,built,price
8176994,Site D,"541 Mill Rd, Salford",369636.8553,308991.2446,Ward 1,Freehold,Short-term,Operational,379.9964548,Lease 3,Residential,Function 2,Detail 3,0,133.9568954,1919,299501.3248
6157314,Site B,"11 High St, Bolton",384282.8287,322413.2604,Ward 5,Leasehold,Long-term,Non-Operational,93.43778639,Lease 3,Industrial,Function 3,Detail 3,0,105.2988572,1934,424573.5488
1449444,Site C,"773 High St, Bolton",316444.2497,359896.0139,Ward 5,Freehold,Long-term,Operational,352.4085374,Lease 3,Residential,Function 3,Detail 2,1,129.1193145,1920,364017.1497
1490533,Site D,"4 Main St, Bolton",385643.177,397113.7337,Ward 3,Freehold,Short-term,Non-Operational,380.9792302,Lease 1,Industrial,Function 3,Detail 2,1,93.45781762,1998,291613.5542
3458501,Site B,"30 High St, Salford",309808.2045,392265.858,Ward 5,Leasehold,Long-term,Non-Operational,175.5064012,Lease 3,Industrial,Function 3,Detail 1,0,79.52773716,1975,258516.9063
7945529,Site B,"220 Broadway, Manchester",388324.3355,365133.6343,Ward 4,Freehold,Long-term,Operational,166.1815101,Lease 2,Commercial,Function 3,Detail 1,1,100.421698,1943,250696.0147
4362878,Site E,"274 Mill Rd, Stockport",385048.6444,374168.8141,Ward 2,Freehold,Long-term,Operational,349.0784851,Lease 3,Commercial,Function 2,Detail 1,1,90.1398264,1963,300317.2017
4475107,Site E,"827 Church St, Manchester",369695.5803,371188.245,Ward 1,Freehold,Short-term,Operational,102.461381,Lease 1,Industrial,Function 1,Detail 2,1,132.598504,1974,172361.9137
2104406,Site B,"819 Broadway, Manchester",330002.9219,368694.7349,Ward 5,Freehold,Short-term,Non-Operational,293.7102721,Lease 2,Commercial,Function 2,Detail 3,1,103.1098042,1973,302502.4837
3829390,Site A,"202 Mill Rd, Salford",309341.3459,381239.4669,Ward 1,Leasehold,Long-term,Non-Operational,275.8471987,Lease 1,Commercial,Function 3,Detail 2,1,102.1736936,1999,198397.0891
2583598,Site B,"951 Church St, Manchester",377808.7066,333988.9634,Ward 4,Freehold,Long-term,Non-Operational,352.6480122,Lease 2,Industrial,Function 2,Detail 2,0,102.3984583,1913,171104.0798
4624305,Site E,"2 Broadway, Bolton",321787.9414,322112.1375,Ward 5,Freehold,Long-term,Operational,322.7755194,Lease 3,Commercial,Function 2,Detail 2,0,103.4387717,1973,335355.9246
2457030,Site D,"588 Church St, Manchester",344093.7083,334764.648,Ward 5,Freehold,Short-term,Operational,416.4587032,Lease 2,Industrial,Function 3,Detail 1,0,117.2647967,1972,364610.3663
4852078,Site A,"170 Broadway, Manchester",353085.9067,304860.3785,Ward 2,Leasehold,Long-term,Non-Operational,77.39079361,Lease 3,Residential,Function 3,Detail 1,1,101.0014701,1990,286124.0111
9941144,Site C,"305 Broadway, Salford",368544.2318,396703.6419,Ward 2,Freehold,Long-term,Non-Operational,340.9964029,Lease 2,Industrial,Function 1,Detail 1,0,79.40110883,1935,150578.5391
6152484,Site D,"293 Church St, Salford",348743.8072,373950.4833,Ward 5,Leasehold,Long-term,Operational,372.9293098,Lease 2,Industrial,Function 2,Detail 2,0,113.2390487,2019,225416.1961
7863178,Site E,"133 Mill Rd, Bolton",369453.3266,321343.3509,Ward 1,Leasehold,Short-term,Operational,406.608296,Lease 3,Industrial,Function 3,Detail 3,0,71.63068263,1950,294740.58
4295523,Site D,"205 Church St, Manchester",381403.824,325579.0661,Ward 4,Leasehold,Short-term,Non-Operational,216.5800746,Lease 3,Industrial,Function 2,Detail 2,0,128.1612808,1924,262578.9234
9212011,Site D,"130 Church St, Stockport",371306.0888,399260.8482,Ward 4,Leasehold,Long-term,Non-Operational,181.6041124,Lease 1,Industrial,Function 2,Detail 2,1,100.4148653,2015,355095.9237
5858700,Site E,"217 Main St, Stockport",329950.2708,376810.7298,Ward 2,Leasehold,Short-term,Operational,349.0727929,Lease 2,Commercial,Function 3,Detail 3,0,107.7824437,1971,131356.2843
1638637,Site D,"740 Mill Rd, Salford",389428.615,342565.9371,Ward 1,Leasehold,Short-term,Operational,281.7656519,Lease 1,Residential,Function 3,Detail 1,0,78.99161632,1989,272594.5796
5913804,Site B,"385 Broadway, Manchester",355057.1439,320665.0632,Ward 1,Freehold,Short-term,Non-Operational,219.348154,Lease 3,Commercial,Function 2,Detail 2,0,86.64307661,1907,175482.2873
8394829,Site A,"597 Mill Rd, Bolton",346537.4818,304042.8165,Ward 3,Leasehold,Long-term,Non-Operational,385.2836665,Lease 2,Industrial,Function 1,Detail 2,0,113.7179789,1965,183939.9623
2100409,Site E,"507 Main St, Stockport",357504.7006,366931.2617,Ward 3,Freehold,Short-term,Non-Operational,266.4865526,Lease 2,Industrial,Function 2,Detail 1,1,90.00845154,1925,219916.0468
1959884,Site A,"440 Main St, Bury",348322,377997.8182,Ward 3,Freehold,Long-term,Operational,256.0834324,Lease 3,Industrial,Function 2,Detail 2,1,137.2411672,2007,322223.006
9529819,Site B,"246 Main St, Stockport",375510.9966,310774.5063,Ward 4,Leasehold,Short-term,Operational,211.3397027,Lease 1,Industrial,Function 1,Detail 2,1,82.37513755,1918,388091.4957
6991763,Site E,"895 Mill Rd, Salford",342066.3976,300238.9855,Ward 4,Freehold,Short-term,Non-Operational,72.08221047,Lease 1,Commercial,Function 1,Detail 3,1,71.68310809,1948,347245.1273
9458734,Site B,"993 Mill Rd, Bolton",377672.3139,335742.5307,Ward 5,Leasehold,Long-term,Operational,425.1126703,Lease 3,Commercial,Function 1,Detail 3,1,70.71954627,1922,425253.0562
1363922,Site C,"666 Mill Rd, Manchester",376015.5237,366744.8292,Ward 5,Leasehold,Short-term,Non-Operational,204.2343817,Lease 3,Commercial,Function 3,Detail 2,0,95.75613732,2002,335339.8275
1705738,Site C,"422 Main St, Bolton",327687.0417,392379.6025,Ward 4,Leasehold,Long-term,Operational,246.4542714,Lease 1,Commercial,Function 3,Detail 1,1,132.1114175,1954,364154.8633
8726425,Site C,"388 Mill Rd, Salford",309594.1331,387953.6553,Ward 1,Freehold,Short-term,Non-Operational,103.1373239,Lease 1,Commercial,Function 3,Detail 1,1,130.8422989,1946,309094.6354
7975759,Site A,"178 Mill Rd, Stockport",385095.8017,368852.6624,Ward 1,Leasehold,Short-term,Operational,326.180372,Lease 1,Commercial,Function 3,Detail 1,0,158.0938859,1927,467656.4942
7246888,Site C,"710 High St, Salford",316891.9794,381405.2133,Ward 2,Leasehold,Short-term,Non-Operational,317.542488,Lease 1,Residential,Function 2,Detail 3,1,94.21914828,1917,262304.0817
3395366,Site C,"193 High St, Bolton",303118.254,335586.3728,Ward 3,Leasehold,Long-term,Non-Operational,186.930594,Lease 3,Commercial,Function 2,Detail 2,0,118.1572846,1969,252581.0393
1033563,Site B,"522 High St, Bolton",340232.6495,324510.4722,Ward 2,Leasehold,Long-term,Operational,211.1714895,Lease 3,Industrial,Function 2,Detail 1,1,106.4355609,1906,278561.2933
6786361,Site D,"987 Mill Rd, Salford",325414.9429,312421.2371,Ward 4,Freehold,Long-term,Non-Operational,387.1245811,Lease 1,Industrial,Function 1,Detail 2,1,126.7036306,1951,301668.751
5080082,Site D,"315 Main St, Bury",322036.1212,318163.2142,Ward 1,Freehold,Short-term,Operational,290.4445574,Lease 2,Industrial,Function 1,Detail 3,1,109.3232905,1900,296375.8536
6779895,Site C,"91 Church St, Salford",317231.3592,396293.0716,Ward 1,Leasehold,Long-term,Operational,162.5473754,Lease 1,Commercial,Function 3,Detail 1,0,85.25707227,1966,109934.3583
2697098,Site D,"959 Main St, Manchester",374919.6565,392995.7406,Ward 5,Leasehold,Long-term,Operational,303.6781494,Lease 2,Commercial,Function 2,Detail 2,0,95.37719352,1926,220400.2458
1377104,Site C,"216 Mill Rd, Stockport",378342.2719,304691.9209,Ward 1,Leasehold,Long-term,Operational,443.7325494,Lease 1,Residential,Function 1,Detail 3,1,92.517997,1962,216313.8469
7288404,Site C,"258 Broadway, Manchester",304638.9584,346994.072,Ward 4,Leasehold,Long-term,Operational,498.4948542,Lease 3,Industrial,Function 3,Detail 2,0,62.63319233,1963,346756.3421
3414756,Site A,"912 High St, Salford",354681.1754,337333.2627,Ward 3,Freehold,Long-term,Operational,90.76069382,Lease 3,Industrial,Function 1,Detail 3,0,140.0944678,1924,300140.8379
9648171,Site E,"427 Main St, Manchester",313514.5446,365178.2286,Ward 2,Freehold,Long-term,Non-Operational,251.4808789,Lease 1,Residential,Function 3,Detail 2,1,119.5996457,2018,371072.1903
5995954,Site D,"425 Mill Rd, Manchester",349955.4127,332839.8345,Ward 1,Leasehold,Long-term,Non-Operational,251.1080354,Lease 3,Industrial,Function 3,Detail 2,0,170.7648893,1996,399133.9888
6475745,Site C,"876 Broadway, Manchester",334792.9809,328060.957,Ward 1,Freehold,Long-term,Operational,474.7212848,Lease 2,Industrial,Function 1,Detail 3,0,64.22927358,2011,292257.5702
4325920,Site D,"7 Broadway, Bolton",320181.6194,380917.0739,Ward 4,Leasehold,Short-term,Operational,464.1283193,Lease 2,Residential,Function 3,Detail 2,0,109.0291329,1940,325237.0441
8106332,Site A,"548 Main St, Bolton",394805.9702,394711.5435,Ward 4,Freehold,Long-term,Operational,252.1756451,Lease 1,Residential,Function 3,Detail 2,1,130.4358274,1975,332318.6926
7577119,Site A,"271 Main St, Bury",395674.6177,320279.5726,Ward 4,Freehold,Long-term,Non-Operational,170.6986034,Lease 1,Industrial,Function 2,Detail 3,0,88.71974503,2000,216433.8452
1574395,Site C,"69 Mill Rd, Stockport",356397.0521,323529.5122,Ward 5,Leasehold,Long-term,Non-Operational,340.1852514,Lease 3,Residential,Function 1,Detail 1,0,68.01999962,2015,282667.0662
3331914,Site D,"197 High St, Bolton",318805.0064,341911.6585,Ward 1,Leasehold,Long-term,Operational,104.245329,Lease 3,Residential,Function 3,Detail 3,0,71.68164599,1926,299401.3173
2597145,Site D,"146 Main St, Stockport",358326.5944,370630.3185,Ward 2,Freehold,Short-term,Non-Operational,141.5585515,Lease 1,Commercial,Function 2,Detail 1,1,99.43625752,1952,388456.7867
9724667,Site D,"817 Church St, Bolton",392849.9267,316706.2558,Ward 2,Leasehold,Long-term,Operational,419.9047391,Lease 1,Commercial,Function 1,Detail 3,0,100.0401678,1974,296477.4898
6243087,Site A,"884 Broadway, Bury",337776.078,346793.3373,Ward 2,Leasehold,Long-term,Non-Operational,426.92742,Lease 3,Residential,Function 2,Detail 3,1,117.7938701,1931,292660.7862
6676425,Site B,"639 Church St, Bolton",313773.6797,384084.8865,Ward 5,Freehold,Short-term,Operational,457.1227869,Lease 1,Commercial,Function 1,Detail 3,0,70.00045631,1900,171181.9439
6372393,Site B,"977 Church St, Bolton",369369.0185,323406.662,Ward 3,Freehold,Short-term,Operational,385.5138584,Lease 2,Industrial,Function 1,Detail 1,1,111.7813303,2005,301355.9753
9987673,Site D,"128 Broadway, Bury",365626.8937,304766.1345,Ward 5,Leasehold,Short-term,Operational,125.0948567,Lease 1,Industrial,Function 1,Detail 1,1,90.86459213,1987,229175.3975
3661912,Site D,"424 Main St, Stockport",300138.8242,390682.752,Ward 1,Freehold,Long-term,Non-Operational,181.2169016,Lease 1,Industrial,Function 3,Detail 3,0,94.22275343,1947,254013.9332
3516825,Site E,"118 High St, Stockport",385360.5588,378753.1618,Ward 5,Freehold,Long-term,Operational,258.3154196,Lease 3,Commercial,Function 1,Detail 3,0,65.3979462,1914,332743.0596
1171859,Site C,"348 Church St, Bolton",366074.7098,369880.7473,Ward 4,Leasehold,Long-term,Non-Operational,193.8766272,Lease 3,Industrial,Function 2,Detail 3,1,106.8479077,1917,261921.066
4809794,Site A,"975 Main St, Manchester",319569.8594,308733.0234,Ward 2,Freehold,Short-term,Non-Operational,290.3519279,Lease 3,Commercial,Function 3,Detail 1,0,88.64061867,2000,222298.4788
9519959,Site E,"552 Church St, Manchester",300323.8759,389933.332,Ward 1,Freehold,Long-term,Non-Operational,92.67783482,Lease 1,Residential,Function 2,Detail 1,1,74.04865694,1986,232641.9824
8525111,Site D,"138 Main St, Manchester",397230.0138,330526.5489,Ward 1,Freehold,Long-term,Non-Operational,478.4521538,Lease 2,Residential,Function 1,Detail 1,0,93.96101333,1941,333753.042
5969504,Site B,"302 Broadway, Bury",375467.9736,321149.1214,Ward 1,Freehold,Short-term,Non-Operational,490.7501608,Lease 3,Residential,Function 1,Detail 2,0,81.95592638,1927,437066.364
5972143,Site B,"512 Main St, Bury",336505.1201,348749.8799,Ward 1,Freehold,Long-term,Non-Operational,82.99896287,Lease 2,Commercial,Function 3,Detail 1,1,93.92249734,1963,192231.2226
2966370,Site E,"57 Main St, Manchester",343278.8433,392279.9578,Ward 3,Leasehold,Long-term,Operational,68.17089753,Lease 3,Commercial,Function 2,Detail 1,1,125.9538363,2015,251294.3988
3003728,Site B,"623 Broadway, Manchester",353886.0512,399455.4401,Ward 5,Leasehold,Long-term,Operational,269.2328799,Lease 1,Industrial,Function 3,Detail 3,0,110.8655612,1932,189467.1413
8744313,Site B,"544 Mill Rd, Salford",371862.7903,361410.8809,Ward 1,Freehold,Short-term,Operational,114.5530334,Lease 2,Commercial,Function 1,Detail 2,0,95.81826625,1917,422599.3789
1130351,Site C,"72 Main St, Stockport",317293.0966,395550.8254,Ward 3,Leasehold,Long-term,Operational,112.4104928,Lease 1,Residential,Function 3,Detail 2,0,120.0536554,1948,290399.731
9272938,Site D,"12 Broadway, Bury",319572.905,345333.4329,Ward 5,Freehold,Short-term,Non-Operational,215.4323953,Lease 3,Industrial,Function 2,Detail 3,0,87.20003934,1943,333970.2926
6237706,Site E,"907 Church St, Bury",304826.9679,302966.5017,Ward 5,Leasehold,Long-term,Operational,481.2512026,Lease 1,Residential,Function 1,Detail 2,0,87.07296437,1900,396003.3041
4491414,Site A,"642 High St, Salford",398579.4238,327565.1616,Ward 3,Leasehold,Short-term,Non-Operational,471.5616376,Lease 3,Residential,Function 2,Detail 1,1,116.1122911,1938,218862.9089
2979109,Site A,"455 Church St, Bolton",387557.0988,330182.7442,Ward 4,Leasehold,Short-term,Operational,467.5458295,Lease 2,Residential,Function 1,Detail 2,0,100.2400216,2023,360563.2119
7573535,Site D,"672 High St, Bolton",355295.8014,378270.7578,Ward 4,Leasehold,Short-term,Operational,125.7342063,Lease 2,Industrial,Function 1,Detail 3,1,89.5117205,2016,130516.8431
8295058,Site A,"315 Main St, Stockport",343027.3646,312424.4306,Ward 1,Leasehold,Long-term,Operational,88.26200595,Lease 2,Commercial,Function 1,Detail 2,0,81.70651649,1996,205890.2225
1108507,Site B,"68 Mill Rd, Bury",323743.9953,317490.4347,Ward 3,Leasehold,Short-term,Non-Operational,99.57591849,Lease 1,Industrial,Function 1,Detail 2,1,106.6243299,1963,257311.6856
4730049,Site C,"683 Mill Rd, Manchester",359498.2798,361426.961,Ward 3,Leasehold,Short-term,Non-Operational,315.5407336,Lease 1,Industrial,Function 1,Detail 2,0,120.300819,1983,272077.5752
7034569,Site E,"197 Mill Rd, Manchester",369051.0358,313061.4442,Ward 4,Leasehold,Long-term,Operational,202.617808,Lease 1,Residential,Function 2,Detail 2,1,73.66503568,1908,327262.4255
1102299,Site E,"665 High St, Bury",368918.2773,349551.6687,Ward 3,Freehold,Long-term,Operational,443.8795926,Lease 2,Residential,Function 3,Detail 2,0,83.55710219,1998,277653.679
4511982,Site B,"963 Mill Rd, Stockport",300643.6138,303506.6589,Ward 3,Freehold,Short-term,Non-Operational,346.4898268,Lease 3,Industrial,Function 2,Detail 1,0,63.82797146,1927,355792.7305
7742663,Site D,"555 Main St, Manchester",370203.892,366888.05,Ward 1,Freehold,Short-term,Non-Operational,499.1609716,Lease 1,Residential,Function 2,Detail 3,1,126.5456859,2005,272898.6365
3021994,Site C,"421 Mill Rd, Bolton",386637.2851,390837.3343,Ward 1,Leasehold,Short-term,Non-Operational,458.7626365,Lease 2,Commercial,Function 2,Detail 3,0,85.24716919,1978,429498.2313
2412716,Site A,"424 Broadway, Bury",311491.6685,387489.7894,Ward 3,Leasehold,Short-term,Non-Operational,306.7968117,Lease 3,Commercial,Function 2,Detail 2,0,71.78175027,2019,295544.5565
7052158,Site E,"399 Main St, Salford",375537.7012,307361.7883,Ward 2,Freehold,Short-term,Non-Operational,424.1119574,Lease 3,Commercial,Function 1,Detail 3,1,86.90629895,2005,358508.3706
7674252,Site E,"326 High St, Bolton",382323.8593,359100.3996,Ward 2,Freehold,Long-term,Non-Operational,122.1382395,Lease 2,Commercial,Function 3,Detail 2,1,133.6332158,1918,394714.8002
4382518,Site D,"404 Mill Rd, Bolton",327616.9385,310384.0332,Ward 3,Freehold,Short-term,Non-Operational,437.0956102,Lease 3,Industrial,Function 1,Detail 1,1,141.2203497,2016,299477.6383
3595876,Site C,"427 Broadway, Salford",371210.6192,305352.4261,Ward 4,Leasehold,Long-term,Operational,372.141529,Lease 3,Residential,Function 2,Detail 1,1,93.80040398,1919,251763.0313
4960075,Site A,"227 Church St, Salford",309675.4873,361038.5025,Ward 1,Freehold,Long-term,Non-Operational,224.2725169,Lease 1,Commercial,Function 3,Detail 1,1,112.6020081,1971,330250.3139
5763209,Site E,"868 High St, Bury",364921.2132,357245.8604,Ward 2,Leasehold,Short-term,Non-Operational,413.1649623,Lease 1,Residential,Function 3,Detail 1,1,99.56887193,2008,380325.3058
5370546,Site E,"313 Main St, Salford",351032.9351,309383.5383,Ward 1,Leasehold,Long-term,Non-Operational,345.7197788,Lease 3,Residential,Function 2,Detail 1,1,104.1061892,2015,211282.4355
8416912,Site A,"817 Mill Rd, Bury",384985.2147,335985.7912,Ward 3,Leasehold,Short-term,Operational,89.11526454,Lease 1,Industrial,Function 3,Detail 1,0,89.89765611,2016,326692.2077
4834581,Site C,"122 Main St, Salford",345196.7611,331665.2328,Ward 1,Freehold,Short-term,Non-Operational,490.5178294,Lease 1,Industrial,Function 2,Detail 3,1,91.61543931,1969,270346.4326
3239241,Site C,"608 Mill Rd, Salford",342809.5829,334246.3897,Ward 2,Freehold,Short-term,Operational,172.028057,Lease 1,Commercial,Function 1,Detail 3,1,113.2524484,1959,318667.1768
8435049,Site C,"536 High St, Bolton",393378.4844,333319.0618,Ward 3,Leasehold,Short-term,Operational,296.2669022,Lease 1,Commercial,Function 1,Detail 2,1,64.36362793,1957,259462.7388
2534105,Site E,"779 Broadway, Bolton",393426.6751,382465.6242,Ward 3,Freehold,Short-term,Non-Operational,441.1621519,Lease 3,Residential,Function 3,Detail 1,1,73.61812624,1983,268671.1905
4008304,Site B,"728 Church St, Stockport",303571.1631,335360.8479,Ward 3,Leasehold,Long-term,Operational,179.9156405,Lease 1,Industrial,Function 2,Detail 3,0,94.72101362,1912,448940.8386
9147196,Site E,"863 High St, Stockport",348556.5053,333043.4451,Ward 1,Freehold,Long-term,Operational,153.9063276,Lease 3,Industrial,Function 1,Detail 1,0,111.8553714,2004,373657.6451
3472437,Site D,"810 Broadway, Bury",316095.7602,302961.7156,Ward 4,Leasehold,Short-term,Operational,299.9007152,Lease 3,Residential,Function 3,Detail 2,1,75.33093741,1900,259857.0025
5251542,Site D,"330 High St, Manchester",327370.6218,379040.7491,Ward 2,Freehold,Short-term,Non-Operational,208.329055,Lease 2,Industrial,Function 1,Detail 3,0,103.3721559,1928,248089.4483
4467711,Site E,"908 Church St, Bury",366614.0342,365987.8597,Ward 5,Leasehold,Short-term,Non-Operational,361.3449345,Lease 1,Residential,Function 3,Detail 1,1,102.2810659,2024,282019.418
5479905,Site E,"888 Mill Rd, Bolton",312928.7878,334143.3728,Ward 2,Leasehold,Long-term,Operational,194.8096937,Lease 3,Residential,Function 2,Detail 1,1,93.6296736,2011,240354.0677
5326200,Site A,"385 Mill Rd, Bolton",301127.0493,345183.9982,Ward 2,Leasehold,Long-term,Non-Operational,495.1686873,Lease 3,Industrial,Function 1,Detail 2,0,83.03947538,1915,284787.4356
